msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
z8c6O6SnwDQLZR0EqFPTd1fufbOIbbYaeGg06h6oH9Y=,41,30,149,149,1,20170331,20170430,0
zDV1nmUZriFpDlj58mvFc74FxxyjVZCbd5j/3LIx03g=,40,30,149,149,1,20170316,20170420,0
zIaYl2gTq6sIdghxHBOAA5yXYE4GAHxyfrvcImwdn74=,41,30,99,99,1,20170331,20170430,0
zkI+nNHCKC53UoElgwrrQ+MDdwR0JmzbjrrDd4EOU+w=,39,30,149,149,1,20170228,20170411,0
/xpU/Gc6WnLz20bt9zQed5n0cXtO5oY/OTLFNGvHi8A=,41,30,129,129,1,20170325,20170425,0
0AiJpu9e8tltMKdLDPAleiv980vbBEvZPpRVmOSeuB0=,33,30,149,149,1,20170331,20170430,0
0l91BSfZ5Gi3ee41b0q3/AA3nYjVZX63VLKyP8TBwBg=,39,30,149,149,1,20170331,20170519,0
2Eb44m+hD53Rpoix8kyHgxpRKdg7bg/wIakRDJSNQ04=,38,30,149,149,0,20170304,20170417,0
3CUHbLQOuXOondShGFi8pmhF5kM8pdyVc921D6z4Zaw=,36,30,180,180,1,20170325,20170424,0
3qlmNJ2RQp4Bb5kcbfoQ36rLlkV485lD2WflAdvQ9+Y=,40,30,149,149,1,20170304,20170403,0
49Z+vZRfrFDCHxMBQF72A8yIHj6SKXG4mfbDk665zFI=,41,30,99,99,1,20170323,20170424,0
4e6/aGiwLhN78SdpSSKNiFhfOHs43sbO8KzS4LWZPT8=,41,30,99,99,1,20170315,20170415,0
5OqCnV+u4QP2MXCbnYdEflZYQWyZ+GW8V/P8aUyR2To=,41,30,149,149,1,20170302,20170403,0
6ked6rSVcAJwc6zveep3JEx7VrWpRMhfVJ7X52y2fBg=,41,30,149,149,1,20170321,20170422,0
7pgFTVl/Q6lVEur/UXLNFAcGLqj3VQvSgXz4IkrT8OI=,30,30,100,100,1,20170303,20170405,0
8k47eGGvlyDlXlTSOlbkisc9OjkLPRrLMqxerZK5jgs=,41,30,99,99,1,20170320,20170420,0
9JMsC6UK2kVywPHvdsvKryRFD1uerJr4QbU8eOPaZmI=,40,30,149,149,1,20170309,20170409,0
A8aWb6RK1VOXLywZ00tCs8KMVVSdgYPeR/qSe+qUUXU=,41,30,149,149,1,20170323,20170423,0
BSaeiRUk1qDE61uRWP3Y7KXQUEQw4fZ41SU0CHPBi5w=,31,30,149,149,1,20170331,20170430,0
CVMnoztrafUj5LqIipOZVa8/QqFIj3ywW5vd9YYTH1w=,37,30,149,149,1,20170317,20170416,0
DKieO/AkS2iDWU1QLTmATixHQ/T8N3fZozoAqYMKcvw=,41,30,149,149,1,20170319,20170419,0
DVP6QU3S1Uf3gXtzUfnM3sgirFMbmfXVJnp/iSEDHKs=,36,30,180,180,1,20170311,20170310,1
DY/WMLiQBsxAspWphFfruUVjaCdYOAMjGNhuCzEmBqA=,41,30,99,99,1,20170325,20170425,0
Dq8YiXXXTbgBR722CqvPiHVf1gTkmG+JgHUnSupk6MY=,40,30,149,149,1,20170321,20170420,0
EDdIJ/y7JaZgBOPeYWBaUqMU5RXhN2T0CqudfBCinGE=,38,90,477,477,0,20170310,20170608,0
EKH0x2EiV2tqSUhME6uq8qYBx8kEuF9gFuGSacXHo+4=,41,30,149,149,1,20170324,20170424,0
ENKvEbwtYuRdSURGSj/xFrjEMriZPaduIUy6JkjlV78=,30,30,129,129,1,20170314,20170413,0
FJppumJ2//DwP+873wPo8psWlwRLrxmfNdRIPLCgH1E=,41,30,99,99,1,20170308,20170408,0
GF1rExjtoxVqPGDlzAMYymHKggBa1ieJafjpGmNiW0g=,41,30,99,99,1,20170314,20170414,0
H/90HjL+bwAU65BrkLKCaidDW6WXLkFBTuuqBEoOt9k=,41,30,99,99,1,20170323,20170423,0
ITL1xNPeyUSBFHi+LReNjD78Ze0f0wlq145t/SLsS0o=,36,30,180,180,1,20170313,20170412,0
J6oJwCc9wMSdJfLPJhtSxTMpmWvlS93ifcr7w1raue4=,36,30,180,180,0,20170318,20170417,0
Jk/UE6oM07vmOoyutMC11W/3Pk6o4YaclfkzPSGK5lU=,41,30,99,99,1,20170325,20170425,0
JubmNCceCkIwDKuddMmOdZSuao7YqyyFJKl2CavKekM=,40,30,149,149,1,20170301,20170403,0
Ke+b6XLzmThh7iZ8ZITJ8hsjQFk7TFzSjjPLjWYWmwM=,41,30,99,99,1,20170306,20170406,0
LHaBrE7Rkk0XQTpEPdAsfN7ekmdMh54RBmFAn8ztaHc=,41,30,149,149,1,20170308,20170409,0
LZ2QicMNTgnx64PJj5UyoVqpnqm8R5wvZKWvqXMgCk4=,41,30,149,149,1,20170331,20170430,0
LfUHLlcdbx+nxL+tnZg36TWUgIeXEvtT1VR3bhE3yUY=,41,30,149,149,1,20170316,20170416,0
LzzlISiO3YlSeLa4Ekgwb3vtULkWWMYJA+inG8pvF4E=,41,30,99,99,1,20170325,20170425,0
M+aOgi+pNxtyKGMD+EOWPewoLuIrfbpneoAZmvfrsk4=,41,30,149,149,1,20170324,20170424,0
M9aH/hY9fDZqsRsY87OX/YzQd7pxCjvEHOxzwhewl8I=,41,30,99,99,1,20170302,20170402,0
NX4xkQzbjHd5ip4CSgpLTA/FbWr63HHybpt9Jq456+4=,29,30,180,180,0,20170315,20170426,0
P/m4S49ZRtE+Uc7BAF5rKggf2NNo8k6pAMXLa609w70=,30,30,129,129,1,20170328,20170427,0
P4AQ/hqnCFtADla9Zt4Pic8AfufsYOxASx7NgfSEggc=,39,30,149,149,1,20170331,20170522,0
QGpWV45kXOvd5n7F/NOKIey9QNqzuK1KLY11NBeJ5/Q=,41,30,149,149,1,20170325,20170426,0
QGqbZYgpWvNgy6N5rz2678fbq0fhYqPIE0PyFAfgqbI=,33,30,149,149,1,20170331,20170430,0
QI93Z+LZKpTMf9FiVRH6ofB8mM1niwlqP4SOIi11Nyo=,32,240,1200,1200,0,20170303,20171029,0
QOv2N9CUVjw8DKzNYRbulrkLKK7i77Ud3WX7FXcX81Y=,41,30,99,99,1,20170311,20170411,0
Qp8VbJVTmrAa+jr6+rfCyG5DnuGG3jjNnMgs32Gz5gQ=,39,30,149,149,1,20170228,20170418,0
RaB+qgkI4+6y/Ms7nlCtRiTlqvw8NEeIU79rKQ9F9K8=,41,30,99,99,1,20170302,20170402,0
TwwDTnAD5HDJF6DnGBZnlVkrOqipunF7rHI73ZcQr9Q=,37,30,149,149,1,20170306,20170405,0
U0eBLnY5Qqk2+1tQqX3Bawq2mOaNd+yz5v1x+sxi2+M=,41,30,99,99,1,20170311,20170411,0
UIKTTzmESrHYN8diaeLh0Fapq9Cj1drYnd5gouXxgBI=,39,30,149,149,1,20170331,20170503,0
Vlgjo1WX4l4LS+xMjpM1c24TToZy2O4Or4HdXDl5h+4=,41,30,129,129,1,20170305,20170406,0
W2MJ1f4cu6z4T96XFBP7wc+jCLImcnP6TPFqgxJAmX0=,37,30,149,149,1,20170309,20170410,0
WiXFOpuR+ikD5lkpnSEVt/0TQsd6FQeJ0ZA+PVrND2E=,40,30,149,149,1,20170312,20170424,0
XlXJbIjUJnY9Zi6O0v4Mvg9tBeh5uaeBy/hHxaZr/DI=,36,30,180,180,1,20170309,20170408,0
YW7wff+AeVAVy1WO43EGeotHhjiCb2MyTswv7q9YKmc=,41,30,99,99,1,20170326,20170426,0
YshkcPF1gY5uaiOVabl1B0VrYLGbWhiqX6YlwCQY0vY=,29,30,180,0,1,20170318,20170320,0
Z6L8eWxb90Qlm9ISTug8thgxCppGhz/S9cFvL5s8OmY=,36,30,180,180,1,20170328,20170427,0
Zk/SsAQIG3+fb4/7bzKOKiGvTbWKSNPciZMFXljPaLk=,36,30,180,180,0,20170331,20170430,0
aePIODoekTzUgtTNciJAf3VoLHC6DAVC+YbP1+czmrM=,32,410,1788,1788,0,20170308,20180422,0
bN+Slp2F/7Jt872GAAdruNR+bIyFnbfU91BRqu+iDug=,40,30,149,149,1,20170107,20170402,0
boyufXr8NpuhH8fdsZbvPlZYdHqDc5Y/xDbLZXa21Y0=,39,30,149,149,1,20170331,20170508,0
c01f7xae+ConQ03P8Kh5VD4SMlLK3IEeTnVkUtIk9A8=,41,30,99,99,1,20170311,20170411,0
ccJsHQ0FLD8tmwECHGxpDFjsHhyK1BovkrmtNvlOxak=,40,30,149,149,1,20170301,20170406,0
ci10YSw+5gP9rsCIRrKeTF6p7l4XIPWKIIZA3xjjrxA=,41,30,149,149,1,20170317,20170417,0
cl8S+wZPS/lGVuluL6eJ6Ek9i6cnUYCbVfB1Ax5Eg2c=,39,30,149,149,1,20170228,20170427,0
cpsY0D8pRE2zMR9kT19KP9yRk8ndhEOVKuByMijaHMQ=,37,30,149,149,1,20170322,20170422,0
dCETwmmamk+tFY1lopV1gMZCfK93iVfyVi6JJoIUDLw=,41,30,99,99,1,20170331,20170430,0
dGTbbDhDrMN992Xvqa71F48H3aW5NXB4mLBSdwcELTA=,41,30,99,99,1,20170331,20170430,0
e+nqlRsVyrDIaRz4seWEeNwmu3gSZe0dIfG4cQr8yhA=,41,30,149,149,1,20170315,20170415,0
eEZNsf7SJg3LG6sKfJQYrHMF+a83NuQtxgK+Bufnjdw=,36,30,180,180,1,20170304,20170403,0
eaqh1Z7tECisipMOHCBQRW/fHKW+XDKBHs9Yizw5vSk=,40,30,149,149,1,20170306,20170405,0
efhtGd6ZSKTemonr0iLTi+LH6/kK27k1ACTAiYXk69E=,41,30,149,149,1,20170315,20170415,0
eoIAyIuzYJ02gJCglVG4EXWhekwf+neyQCddtYrCqTk=,36,30,180,180,1,20170324,20170423,0
fAX27TxPb5/H83TJlxG7456kjDSx5sTyZqFlzAfIVPg=,41,30,99,99,1,20170314,20170414,0
fBRhJJoXwHKvZcI6ZUkGMx16e24h1XPpn22BzflL5QM=,39,30,149,149,1,20170331,20170506,0
fXHI6G9bYl7XfmBE0q2SKLNf9ARbMuxFXa67uY9U4lo=,41,30,129,129,1,20170316,20170418,0
fXeA+lH+XnvBl+ZwnqCJFlLD6P9DtOMAuZUod8bYABM=,41,30,99,99,1,20170308,20170408,0
g6RkYzIpz2ckDc98K/tGP4bQ7S07WevbnUsnLl2fum0=,41,30,149,149,1,20170303,20170404,0
guHLjPLXdR5bXpE5A/gSG7K1NtNrGVyao7nToflo5B0=,34,30,149,149,1,20170331,20170430,0
hiicilWLbP1neT4GNlcdrOi3BueLP68/2nBTIdeY9UQ=,41,30,149,149,1,20170331,20170430,0
icX9YlQjZD9MlXFRFnqVouP22PQmzvDGeRcy1u3JkOo=,39,30,149,149,1,20170331,20170521,0
k6b6NM3uZC5E20Nh/nUYY727RMTLVYNEdWkHnU3ow/A=,41,30,99,99,1,20170319,20170419,0
kr5t5QBLakN6COwlErOAsDKtIPkdL64gIWXhHfcwius=,41,30,99,99,1,20170308,20170408,0
lge1Z1HtkFqq/tkV3rtqaK5HXSp+oErVRukg/U2mHWY=,39,30,149,149,1,20170331,20170520,0
mMxj4ZsWAE6aisqvUNeKo/Xz1KxNvYqKdYIXBb6OKu4=,36,30,180,180,1,20170331,20170504,0
mlAZq2YZiKBWc5BOrGEFPHkppkR7icyu6q3tg6TRRl0=,39,30,149,149,1,20170331,20170507,0
nHqxCYux+RBEak/o3CXHuB6HtocVzzTecqRoIp2QJXk=,41,30,99,99,1,20170325,20170425,0
nX1mRsoiH40p5xuIhgtjF9egdxljm5zQ9yK/q4/ngTQ=,39,30,149,149,1,20170228,20170404,0
o/3jSpO4gXnVPGid9gdTlhu2i1bgb4VMnOzP5AcVW88=,41,30,149,149,1,20170318,20170418,0
owCQalSG1l1jxbSA8+swA9b1hshnEEC+R6ZQPowIpek=,36,30,180,180,1,20170302,20170408,0
pdztt+qfbqZItPe02GHA7Pvj+98jqWU5A9L/dARQtsQ=,41,30,99,99,1,20170315,20170415,0
pezXEKzFBodNtgrbmC6U75HyD4hDw7ZPIji60gfRgDw=,36,30,180,180,1,20170313,20170412,0
rGLIGHZzm5ezpy7b7FUIytkXPKg6xwv50OwJWMeueX0=,41,30,99,99,1,20170305,20170405,0
rL6fgRI19Ug/ItadcGF8k06LltIQs16RLXbkjHICIZU=,41,30,99,99,1,20170331,20170430,0
s5zlg2OzJpM2Y3xffzS+guNCJj9uFlyopuk3CQUOc/s=,36,30,180,180,1,20170308,20170408,0
sqqmwkYEMKF5z2rBj35Yc8BRz7qn5JDAGXHxLParSGM=,41,30,149,149,1,20170313,20170413,0
svSrvvSwmC/ye1rQF+T5sdCmEO5wsH3zdVo/OUWUI5M=,40,30,149,149,1,20170316,20170415,0
t2z1NQugI6VeZ60fmlyoS2JfpNSLH3HAgoHt6eZirbI=,41,30,99,99,1,20170331,20170430,0
tiATFTzF+53hSJSZyc0jPwgAK2m5cNXnan6UhmwgaV4=,41,30,99,99,1,20170305,20170405,0
txg+2ecCqb7SIkkCB5Rgp5mRt3/j95loVPeyYuinFQs=,41,30,149,149,1,20151122,20171020,1
tziYWA8ATbllIkKXrxD2yFuRz5LJf/tuTAPfOaf3foA=,41,30,149,149,1,20170312,20170412,0
uZlLhwrHCjjrOP3omAC/XIwtRvsGZviYhPKh8pFWDxk=,30,30,149,149,1,20170305,20170404,0
vOeGCSO7doMcmfPX8XCavfK4fhEfG89tRTts0WhUiiI=,32,395,1599,1599,0,20161222,20180407,0
vZWur8NctI1lMi1vaCrfoN2EBMjb/NqV3WrF4lEUfJM=,41,30,149,149,1,20170304,20170404,0
wr0IH/O2Jdjeo08ri1zuQ0EbwS4ja3GRTX81M1xSOts=,41,30,149,149,1,20151114,20180828,0
yAwTUxQBXYM/EwrzSI8RwAaWdm5trn6OkVeu1b8eyiI=,39,30,149,149,1,20170331,20170506,0
ypEHM+bBrolikZBN1gDzQbdQmESSjKVFTZiJfmKTjlg=,41,30,149,149,1,20170308,20170408,0
yxfW5VBzscy7M2wE2gT1Iw6qXKhGKQ3+4LQSnozVnYY=,39,30,149,149,1,20170228,20170407,0
zhbUWvrUsiiw/rmxf0+V0xKffy4MIMex/+kDM5m34II=,41,30,149,149,1,20150615,20170413,0
zi0nqdlFIlRaXgsApp51VDkIfBPpleEq5+7LlWP3SRg=,41,30,99,99,1,20170325,20170425,0
/c3yIBS4tTUmupyiHKeuj+2rXKfRUcaHumXDSOJCIwc=,41,30,99,99,1,20170331,20170430,0
/itxy+sNU1VUQMIuZKfHKJn3qH/jMqRtVk9sSAzmRHw=,41,30,99,99,1,20170303,20170403,0
0/4CoEYR0RriHsCcE9xNlbLeiiWyWBVKMOXTXykyasM=,41,0,0,149,1,20150425,20170625,0
02SCmXeGkcS0VESpp7T8qE3ofKFdoo+5C/AQyGl8VNY=,41,30,149,149,1,20170302,20170402,0
19FThb2r8ACxdrrJh5sBH9nP2Uj68ETjS5YwVcekSN0=,41,30,99,99,1,20170331,20170430,0
1Wcp4Va5iiBW56rNe2BsU8TBjWOI/ew7f4WHfbEQiQc=,41,30,99,99,1,20170331,20170430,0
3351VcOWcZBxHWDFEiaLMbnU2SEn0yPxadgXnFa4jR0=,27,30,149,149,1,20170306,20170408,0
3Ahgnu2t8CHL543REcEjnnoiGUQharhiu6470XAJIa4=,34,30,149,149,1,20170331,20170430,0
3zqcRNbesI/GZiq4h61DPzFaQGwCpkC18Ml6QnnVboQ=,41,30,149,149,1,20160116,20170421,0
4gdqTWFlytKCGM0Nj9UJMn2XzgWOHW+uhda1JwuvHpQ=,41,30,99,99,1,20170322,20170422,0
6BX1aQ9Fev8qlYfRgUvXVt7VIdNbWmYlMlRMdgDo4l0=,36,30,180,180,1,20170306,20170405,0
6zvydcZ/tc6vKrmP0qm3kMGVcfiFER3Cx67jcgSsze0=,31,30,149,149,1,20170331,20170430,0
8+/KU9hq7C6boz3FuklRjEj0gslhSLlLHZm/fE9PofY=,41,30,149,149,1,20170327,20170428,0
829/svHs6fy232ap+y9McBw+G1tc9aGamkvCMftifh8=,40,30,149,149,1,20170317,20170416,0
8sNBrFyf1GFmWpi1BImpTlPO47XAD0e4F41i+SHm7KA=,39,30,149,149,1,20170331,20170516,0
9Z+sBc7F/GGEa55FYB/D/At/xZ2B77UOkj7ScHbMqqE=,41,30,149,149,1,20150527,20170526,0
AoWsrYobPh/LibhhQSOdF09aKsgEzJhslUvn337PbCI=,41,30,129,129,1,20170312,20170313,1
BS1bfn3SNAt7Tg7AxrDWa7DzQ106gVWqSKvUKgp7cNQ=,40,30,149,149,1,20170305,20170404,0
E3v+tmXXPVskbP53HFLqoBxI0rhMAA3zpIRK0ppiZRo=,30,30,129,129,1,20170311,20170410,0
Ez6hu1yIBM2yQXzJbZJoNwQU6aVupZUT0qTnHrg1ZHM=,38,30,149,149,0,20170103,20170804,0
FMKT2ovYdKBtrbereD2reFei9/tf9rzxOUaZSIJcOO0=,41,30,99,99,1,20170306,20170406,0
GS+B3Rsb7mzTVxhKdXonD/eGXFlb4JND7v6J8KPa8tk=,37,30,149,149,1,20170303,20170402,0
IAULFIe7kD5BnoyeW4sDSoOvppF+sC02HT7kkN9nYEY=,41,30,99,99,1,20170322,20170422,0
IBnM66tAfl082B4FAUB2jXUCPmVSK3gT1JsWWEinpaE=,41,30,99,99,1,20170319,20170419,0
IYcUX/JUaHg4ddj28DIEKXD5fdUgc/SWA1pJdNbOIh4=,41,30,99,99,1,20170228,20170413,0
IdCPG9MG9YMcTfuYpU3E92MbYFZVrdleiZ5y2PkfYGI=,38,30,149,149,0,20170315,20170417,0
Idj3x6wG/KJkjqx3tDIpuvLe0mpllVPCma72mKxCkPM=,41,30,99,99,1,20170310,20170410,0
J7tG5wOcCIEWuZ9wkgLHD171E7eJ1uTSDlSCoTOXA7U=,41,30,149,149,1,20170317,20170417,0
JV29o/bYTjGYFiHGCSktoR8ergrd2bIHg9sr/iz2rSo=,41,30,99,99,1,20170308,20170408,0
KBU8lmxf9Vabpv9zBf4jMZrOgD6nIUK7jz1Awb/hHjs=,41,30,149,149,1,20170320,20170420,0
KR4wdwV8fMj9OhEudxKUqeUrZERO2k7GeMS+281x7bc=,41,30,149,149,1,20170312,20170412,0
Lwdc33R7Lgp3f6gfmQ9VGRIxskSliVzeXO6FQko8dzM=,41,30,99,99,1,20170320,20170420,0
M0E1ge484aHe7tQ5qQ14WesTQQPVSVyCG0THXltQeuU=,39,30,149,149,1,20170228,20170429,0
MCN86Im6W2N9klPWtJavSUTaSmuAH+89AECvgNDKOG4=,41,30,99,99,1,20170323,20170423,0
MGU5E/f2UPPYJ5IcsONtRu3CTppgF7iyC1bobhBYmEc=,39,30,149,149,1,20170228,20170413,0
Mp/u1YD4tLR9mHhM0PmUYfIAQKPeXYf3aFjY/K66DjA=,41,30,99,99,1,20170331,20170430,0
MpkU1JTwA4pokvruJ4ZoJt+5e1Ph8zYkxpNlyjKtZGA=,40,30,149,149,1,20170325,20170424,0
Ncn1UlfGt53QY8VwyNXM8FmEAX/WLfT7zzQCVDdIWX4=,38,30,149,149,0,20170312,20170411,0
O9AGimJEDudzk8viy30oAq8Gx+wtFyFz/bdQVY2ug3g=,41,30,149,149,1,20170314,20170414,0
P2Ju4EmZUVpybj/qh6ia8VvwwmL+zONQItkapyxQA/s=,38,30,149,149,0,20170323,20170422,0
P9jBVYNp91+HivYlPY4huqAFfqtJ0SynuZ6p5eWBl0A=,38,30,149,149,0,20170327,20170426,0
QQEFtExIW95aPB7NgyjkOiMszYbVXDewEyAx3k8oXFw=,41,30,149,149,1,20170302,20170402,0
RsIw+oIswGH/VLaVLAlB6KN1waBXGNRUT6LQblrnDFg=,41,30,99,99,1,20170306,20170406,0
S6pqV+1wMQIMbZm817yKYDnkCQEGxjFWwrVUqAujiXA=,41,30,99,99,1,20170323,20170423,0
STSKjzbbGSidmWh04z0WPEZ7gRU7WAyyJpqb8rRnbXg=,39,30,149,149,1,20170331,20170522,0
SURaF/wMDv5xIVAgfJt/k7quxINbS4gviCm2eUEYBvM=,36,30,180,180,0,20170318,20170417,0
SXjIieUW8Z23nYMA5wj2f2ZTDePTfzi6dpT1ii+S+G4=,41,30,99,99,1,20170311,20170411,0
TOz2dn983PoXF1maDovrCusvlW+EaaV6EJGO/Eiw+g0=,41,30,99,99,1,20170331,20170430,0
TqVd42KKC/9kEZEIfTzPQtAqQvJX/QNs2O56dt2wxdg=,41,30,99,99,1,20170310,20170410,0
Tr/3/3FO2IUZJ1NvxZ1GUTVfLdJvSQ5jFQZ4xi2aZHM=,37,30,149,149,1,20170301,20170407,0
VFOoo49qbsAt5ek06GOgmVeS9KtfC6P5Mq/I058scYw=,38,30,149,149,0,20170304,20170405,0
Wdco6aAm09GTouJAm3PMXuSu2vLq5gIZwC9w2s11bWQ=,29,30,180,180,1,20170328,20170428,0
XFv9I9xm+APLrYiSE6XXQhtjpsrkt4GThts2nvF6CUc=,41,30,149,149,1,20170317,20170417,0
XQAUeo2IBH70N92UuOjNcxt4ACYj5vQ2jIidAd6kFU8=,41,30,99,99,1,20170311,20170411,0
XcydpYI/yoRL3HUh2fr/iTAX6Jf9HVhnrcGfs0dSQ0k=,41,30,99,99,1,20170314,20170414,0
YYoNHD2hekSlpXovHuEewf3/gzUJjLXI/CBk+3KmJr0=,40,30,149,149,1,20170328,20170427,0
Yt4c3HGz3P2Y4CnpVf2HiYIcMvZ6ot1n+fkdZxBgMCE=,39,30,149,149,1,20170331,20170522,0
ZNqFScepj4ww02NkzAz0RoV9Nm4fweWYaQECVzR9720=,38,30,149,149,0,20170304,20170406,0
a3cmXZSaYaoMmeVVv6ah1pPcRowdGDTOijUH1nbsxi8=,36,30,180,180,0,20170306,20170407,0
b1+CHqUEWnHSrKuJgAAeTVypRmn5ognt1lbxmcJV/3Q=,37,30,149,149,1,20170308,20170407,0
b5Db+Q5dzWyKw34EohsuIAQbuumVNwZr5v23kF/9eJc=,37,30,149,149,1,20170304,20170403,0
bjRkQ+pEDdwHgJafKJRrMRD013PkFZXxPAOTxHnedvk=,41,30,149,149,1,20170302,20170402,0
cmL233+NoTCqPzQU0Pc4bOBnSfOR6MfOdLKLvk9rx8U=,41,30,149,149,1,20170331,20170430,0
ctjWLV6lUMiL6LiXlmhx8QrdvX/QI0TN+EGpH+otinE=,38,30,149,149,0,20170322,20170422,0
cu3aWjl/uilmfTrIc/YdTLWQWOS5wKG3KzadrRQO92c=,39,30,149,149,1,20170228,20170405,0
d1/zDpoHWv0EoHrb8x67eThiefyJpcCZnfR8k1amm+o=,41,30,99,99,1,20170325,20170426,0
dgSHnsS8qQ6VAjAETObKWqGwIyEREHTeuLQ1NsOnO4g=,41,30,129,129,1,20170320,20170420,0
dznqsWAbJLk6epfgFC/fLuUkY71QSy1KEpFqRybmkAU=,41,30,99,99,1,20170314,20170414,0
f8hjwkapylXQ2EhCglMNvQ3tirfHXPGzwBts6hlHpIo=,41,30,129,129,1,20151218,20180605,0
g09TaD3iyk5XGI3HVJmYu7f4m3tDTJRXWWV0IDpX/QE=,41,30,149,149,1,20170316,20170416,0
gAR0JO4KaDFvmtp98WrlfLQGMfxLSQTW76OSUqvOZ18=,41,30,99,99,1,20170314,20170414,0
gy05T/FyLZfHIw+sUQ0qAB5aN02U2schcranxvpcACs=,41,30,99,99,1,20170317,20170417,0
hGKPwZqO1pnJFVRULhP/YWw08+8Eh2bSJaUFpCk/RIs=,36,30,180,180,1,20170318,20170418,0
hT6C3N+peFHIV87aWtiObxR/T+HXKOkGG6zXacIBxmg=,40,30,149,149,1,20170329,20170430,0
i5EwjGpx/2MGqGlE8myaRbU6I/9CEsUzdKK8H8hfVgk=,41,30,149,149,1,20170320,20170420,0
iPVrzFsyz7jbCeHvpFkZCa+0raI4ahfpREP4LxUOW5Y=,39,30,149,149,1,20170331,20170521,0
iTWg8fYoafFTP+iReCYhC/xLSuqBdfMZI9RHEuk1mIs=,41,30,99,99,1,20170331,20170430,0
inHLrQcB9MIT25LqiZBunV4fCUraL3OF5mWFw5pdcb8=,41,30,99,99,1,20170308,20170408,0
jNQVKHK0XUZb/DzM8ZKkMeefhGIo51n7MIR1kcwx7iw=,30,30,129,129,1,20170220,20170410,0
jdsbSJpbSmur/ARaBbhnSmq1LYxDbO+zNyS2urC74tM=,41,30,149,149,1,20170306,20170406,0
k0wMEjJBFwVcAQv9gxl7cSv89YxlGQ+3WzGxZZCLxyQ=,34,30,149,149,1,20170331,20170430,0
kMyjthJ+YVO46yxlZcaEu8Bi7gE5P66Q7pk5k3GD7S8=,41,30,99,99,1,20170326,20170426,0
kmxTggS0eLenMdSVCNiVGXMI/XuGa46pYRYFI58Ccgo=,36,30,180,180,1,20170319,20170418,0
lT82tpCJSC/vnaEFWgaXtpIMp5PnHmjv4UqNDXB+/jI=,41,30,99,99,1,20170331,20170430,0
lkMUl5dw9AE3ZEhJug8cHWAQxf0lfnY1Lf7FO2DnzRw=,41,30,149,149,1,20150708,20170910,0
mLWYnSgNmQdHdA110Uqt2YMYB/6FUIQ0yfz0TMsYHZM=,41,30,99,99,1,20170305,20170405,0
n04w8QB/jH5Lmp9mdr/uPCMEWlrk4rrsM+njQ1N8bWM=,36,30,180,180,1,20170307,20170418,0
na3RMHC2BoQTvYP5c2zYIZwzK4RjB98paW00PalAL10=,34,30,149,149,1,20170331,20170430,0
ndGMCTdQewmOWO2gvViEFBJmRqZQeh3qFi/SPFj1Yqo=,36,30,180,180,0,20170312,20170511,0
nk97+p8s2Jtv9keiGX64aVaNzBiDNjAekiy2WgCxaDI=,29,30,180,180,1,20170304,20170404,0
ouBfjV3ksxg4rS6SanPGOhX73iH3jXEeRFwu9XCQKwQ=,41,30,99,99,1,20170326,20170426,0
pVXSocWS7sAYRSvzvS9X9+qiIV8UWTbjaWe7RWXDQW8=,41,30,99,99,1,20170315,20170415,0
pan/RNtxjEu+CgpkhtuosrHXGcqkFiCq3gJs5cvaqKo=,41,30,149,149,1,20170322,20170423,0
pzZHzaOexazZLfuc0STifAUsQbB8Bw+DQgH8P33p8Ko=,37,30,149,149,1,20170324,20170424,0
qIo0uXr6IIGTz3S/rlQWZvltbc6kM+JlHyTKvvv6eYw=,40,30,149,149,1,20170328,20170502,0
sPiSV+kylil74yszbwBkYSOixmulbg6ACxtJdBUSnDQ=,41,30,149,149,1,20150406,20170507,1
sskEePk6XMI6rv+nnQlW6i9xZvdBwO1/anc5PFb/WfQ=,36,30,180,180,1,20170315,20170414,0
t0LZttB1Ggk/+HgA8foI5dLBte1ImseitNiTCvXwf3Q=,36,30,180,180,1,20170313,20170412,0
tNBDHdCrnnRhXs9uqIn2MvbS1aOR9Tj/D5gdhRBjABo=,41,30,99,99,1,20170331,20170430,0
tXPsjUit4R4s8mXzl/6u+TN3IVvri885W1JuREvJQnU=,41,30,99,99,1,20170303,20170403,0
tkc2Io4MgApypFvzcBQdr2fLTUzQxmg4J7RTxjexq9E=,39,30,149,149,1,20170228,20170416,0
tt/HfhDRS92P+ZSJ95yBeye2zQidGMdxtuCJZU1EkW8=,41,30,149,119,1,20150807,20170526,0
u1qu++WgBrz4hizYKDaMEwdgplNM4I2yaN+Z1B0Nr0c=,32,410,1788,1788,0,20170317,20180503,0
udfN/MXDnqhEC8c2WpG3BmMb/BluHfdcG0uGhQWQ/Ow=,41,30,149,149,1,20170317,20170417,0
upxWddDfQ6mryqeF7Rm1G0WtbHFzUFLvFDN4kAFWiwI=,41,30,99,99,1,20170309,20170409,0
x0XId35r4lmWUYD+g46c7Io0rUyi1UmohIrQQkl5beo=,41,30,99,99,1,20170314,20170314,1
xPmz1WjbsItio4qrIgxRmhsZnLmAqlth3e5K9IX/A0M=,41,30,99,99,1,20170302,20170402,0
yzg22XQHjCwZjpWHt0OpirhrMJaBOkoS0XzGVHmuIzw=,39,30,149,149,1,20170331,20170519,0
