msno,city,bd,gender,registered_via,registration_init_time
0BDWBj47GEfbrIdRGyIn+y+O4tA6Zm8ZoQw1Apj/7Ao=,1,18,male,4,20170212
iThkAQIcSozxnSJPDZ0Bfr8M1lnWdA4d7wOXWJWO7eA=,1,0,,7,20151021
vkgjIk9U3MHpMF/2IsCyYzXA5z/9FLgAM9aHVXIr+EE=,6,30,male,9,20110423
aV6Np/8bbU1qjpivytLWA5xcFqEvNIKRNIFGkcxz8Es=,1,0,,3,20140206
S8R+C01Z7sm08YOHYveEZQR8lQbRabHOs4TwdSczcLU=,4,0,,7,20140211
Y8YkPUibL6Dv0E/afWt+alqRpR6LqStJLi5zKGr4M5o=,17,25,male,7,20160809
gwNAfSnfT3RyPMxO3BWQYWrv2HUTASG4lMolxzPJaUs=,1,0,,7,20160811
+BWWuFz/JPeeBIy9tbToURd+BPenT/JXbRQumTy/Q5U=,1,0,,4,20160722
XhUxsrr0gfMQubbgQbUO/1f2iVnTpa6BY1M8XAH0PcU=,10,19,male,9,20150405
DsMKpJSczhPdmjCsGKgRjOqq+WOrIw/dm8GOJ2cyp6k=,10,22,male,7,20150409
WOMYz/NteJzPiQZiZsGo0UPoCjO60+nadfB3BLZPqN0=,5,25,female,9,20100416
5wZe7sAbSzFS5Pe5wVvtL61DUgAO/7EVB30qYejXhKg=,22,45,female,7,20130625
dFNWCvoHyIVHkCMBC8XUK1ZCLPLCSxLzzeNdcfzQ/78=,4,26,female,7,20130627
HIv1KyExuRilmtN9ltq4d82/Z/LRcNx8RMF/8k+pEzw=,13,23,female,3,20120625
mqpW5r5NN6Bl/C+VbtvcLfGYEQD6Q9MYEHbt96qf7lk=,1,0,,7,20151017
/cWxyAXxyrrv+DZ7S7CJqNmpPX6sZBxl4TMerGzIE3M=,13,44,,9,20141125
oneRtPhBU0HZHxndb0XpDmRQ/g2SESgbBnHtggJx7zA=,1,0,,4,20151028
KZf8qIt5b3xF63qnU04QGNEf57ec1nMj5a2G0gdxrNw=,1,0,,13,20170215
LbZqEslg8WHXcxYVSyc2Yx9Y7aQBtSOxfjhu2+jCBcs=,1,0,,7,20130110
O+leUh+c0rFFxf7pJsLsxOBlxnPBiS6aTUL0rfsepOI=,13,24,male,9,20100712
5eJ3ambpDfr94y25kY5jmNABlkULYgEezLWG6LilLJs=,13,45,female,9,20101102
94POPN+fH3FNRr5aRo+E059L8ozHpNavBYhCkafGnWE=,15,31,male,7,20160925
ZU4KPMMBK1fkZYISB85ul+7LVHRQWSCLTHv+2YuW3T4=,9,50,female,4,20161025
5wW/GFPBcMj6JNjHx1VFdDQZOBhTxn6Umq50m8xz7WE=,1,0,,7,20161027
UfHDtoD8CJGGmtrG7Ns26EOCzNPrcET6NGWVGzAWG4Q=,9,37,female,9,20090109
VHl1z6m9ZtBya13I/XgeGK8488y008BhnKRPkf1Md8A=,1,0,,4,20160613
KXbUIvR7ozMeIreU9AJm6Hdw2K3QoCQOGszU4sI1N7Y=,1,0,,4,20160831
PDUWul0cWi++XUe5eZ+tHPWmQmqNh0LhsCH4FxviFcw=,1,0,,7,20160908
skuFzFaoUnMP7JlGBorxrF9W1kPr1kC8GQcZ6vTSu+o=,1,0,,7,20170118
2r09cQ2SAFdD3yzKTJHghzU5MDIF3VSh0OGDxX/i35Y=,1,0,,4,20170209
CFUffEGuyMuAUE8XX5ek2zezroazCwDyfdzXXP7bcGc=,1,0,,7,20170210
yW2HO+VWwi9hNbyLAXKWx5nGS7LaeDDeC6VTr7LCbxk=,1,0,,7,20150225
+5m1Hwe1FwF+feO4xHskSLps7fu+eI8RTISszbGYc6c=,13,40,male,9,20040717
A/iguxmV/kWrsCAljHslnt4hvJ0ZJr+9I9naj6LSvJc=,5,49,male,9,20040822
1KAjwgZGf1ZR+Pktlr1U+H3cwNn/cGdtgqbAeVgRgog=,22,32,male,9,20040916
k5J2Il66ACJ0xxLZyb8uidWWBal4jnpAbTq8o9rZ1WM=,13,31,male,9,20041207
TsH7//O9YR0N1uc+Zz6n0TqQP+HJ6tpGVq3W7mMdYTs=,5,19,male,9,20120309
Ubt20lfZ0CO+cienhBvBomyRqhQrhGzUQuyd3vTfGRE=,6,30,female,3,20120329
sZq99LW3/7x+elX0bgJSgzSFJcfuFR0KKHtlfKcTBxM=,1,0,,7,20120416
BRKd9wwacDBVmoC1Za/siynlvKEfbmci6jzEP7UwDCY=,1,0,,7,20120116
jBVoPpGy6EZ1KR+TaZ6WkPuJk2tyQyAsNkS/NtX3kks=,1,0,,7,20160403
ClBnNkprzxmhXYJj/E9IfNfVUG6xg4WuiXnpHqMp9Gs=,1,0,,7,20150212
DyBO+rjiCEDp6pdCXdCrVgRtDgstM1S7TVE7CejBGUU=,5,23,female,9,20070126
5fqj9v2ubMdscerDvWYWSXAaTfEA5cWvmvt+PuhRxGE=,13,33,female,9,20070204
Sma7ckq1+2qJlC94Yjyki/oiXqnvsSjSxk7/jybsp5E=,1,0,,7,20161114
+EeG+ntTLM+ruKev+T5GU0tdP1U/W3klAwN2e+Z247o=,1,0,,7,20161126
j3VWgqip+vH7cGDOACv6E4HFyiCjlWmrMcwtf9HfYDk=,1,0,,7,20110914
Z4YZBH5LIjB88vg8eOyCsvVUsS9L8F/lLrKcKGoig8I=,14,35,male,7,20141026
VxGKtKzwhFUq4jv5s7lH3j+4aBZ33Nx+WrZRi9Qlmhw=,22,0,,9,20150604
bRm4NTjY9fYXe81XJ8ZiF6iHr/Rz+LdXwIQtJp+Kqo8=,15,17,male,3,20150615
yoFU69RneeaAKZy98q+zLO99ZrIIykJQWjcpRJD9nIE=,22,30,male,9,20051120
d7+il/aitujASJwrVhx/txHiQnXEjBaSR19kimSsfuw=,1,0,,4,20170206
9M7wRcS8nFFmeZb1Cj/kkb6apHGpAhARDPp9umB2DDI=,4,32,male,9,20051022
qk8/ZX0f+DTJWDheB/dsNka7uIpKz3qCwKPyXEzVSgE=,1,0,,7,20120411
nbI4cPDV2X+HKRDlANTZbvcKNsd61/w7x9de3EoqoRw=,1,0,,7,20160704
g62M+3sgq7r/kHWD3BQngOdek0GKUlnHx/R/KBsBgDA=,1,21,male,3,20140829
Q4B0JQV7VDlbp38f84hRsolMFSDkwDUCAKbDoTDfrq8=,4,33,female,4,20151219
dVxtOmxKMAqbHDvRtapJBaSTqUiV4WNZUa4stHqPWi4=,1,0,,7,20140502
CW8D4i43+SuPzsoplvugb6ZBb8O0lzMXIAWTn0Sm81c=,22,27,male,9,20140503
KIp8xDxiz5f0POlXVNc/rx1ZPow4XTMsyKSkKizYFF8=,11,26,female,4,20160820
FmduOTMOeHlF98iz7HkJ4+CNAeUs/fxW1+JeSM/YeWw=,1,0,,7,20160822
EkwWs5geKetzT+FxR9aocN6c1yO/xDbZeioLUwCIIKo=,1,0,,7,20160827
MZIKG2X8LGpLig97mgV4LKObhm17tcp9gEwkq7kviuY=,7,0,,9,20150328
UzHMs91fhEvaZtHr3JNTcLUmIcsP7zQ8ncKYDY9rqlU=,1,0,,7,20110701
o3BJlxh7sSzlZkNT8u+pgjOzyNLvc9Di8KxfWFV8G4c=,13,21,female,9,20110702
wr6LSB5GfR8HXRshx/mD4uTVNAtbWwwzTYw5XF2QtLk=,6,32,male,9,20110714
O7DkNxL9bizCmZdeD2b37rp1hJAeQBq7JuCqWmr5yuc=,1,23,male,3,20140813
OCmoBRo2PI26FtV2jHIHXgrGJy+bNFHk+sL6ps22hvs=,9,0,male,3,20140902
hpMs45kvj4LxYYmVdQnfYunpQdMGQuXLi2HwhxxjWNk=,15,29,female,9,20140908
VimQbpjrQEbLDubta4pS5LdpviH8raVCSLMokjfOlg4=,22,24,male,9,20040907
f96SFjX5ZY5IFiwaas5jJnAQ3N35MyIYXN2Bpe2+2D8=,5,47,male,9,20051110
pofeAuHu2Mmsd2IiU7ikH0i7W5JI7+gnx7ccQhhoBQs=,13,40,female,9,20140418
H5Aacbyf7aEQt5DTCTG48J50Qx5cca7RzDp6Do9VRsQ=,1,0,,7,20160404
9bH8o6te2LyCRwBfd7WBaewmehMvaVHyqa7k+Upqjlw=,1,0,,7,20160528
7ugvvjdcYCMd5LLsJUq6taW6/Nl4bPCft3pfhsL13Fg=,4,22,female,4,20160217
/tOgzqtTH/rnc7zWJizEPigTWC4e+uZ7LSIb4Td8658=,1,0,,7,20160503
shMRIzty4mziEJM4A1K6zjH2vWrS6l+zpBKHatxeU/E=,1,0,,9,20150321
bAAjfC2VskTwgdWP8jeIKlxkq6T87zBmD6CwhVzlNtc=,22,25,female,9,20110815
l0CMglkGfBM4T8+OPCDoYO7tWckX6DInb9xvjxeIAR8=,6,0,,9,20160401
TTOG0Hey49txc4b7SFUstKufg4ESD5V4Y6PeWhC7EsM=,1,0,,7,20111226
HKURxpDmoD6GQstkFSSsPbIUo3xkJl4gLaNG95lM0mM=,1,0,,7,20111228
50foz7o+j/ys7AaQ2WO/wdTQzK6+WwFL3o6dDyAC8AY=,1,0,,4,20161024
oueLJ/G2adP2LgDOfzJHLCjOyAABCn37C0rLOxF6pbo=,1,0,,7,20161026
WIx+n5wn2/aDpIRAzx9SOSY1fqwhNnZaB1IABgO5XQo=,22,35,male,3,20150116
gaxK1+22jEKlgr/c/EJ8IcTxa0CR5aQ+kGVe7ZR6sRk=,15,29,male,9,20070627
XP5lqHheMSbqWH0iW9cUhPji1duL0+8gcWNQHa4hi5I=,5,24,female,9,20070711
entXgpx85pBg2SQjQLkfZ90mC6t+zVEAeWSawsF8rDE=,8,44,female,9,20060216
HFKjU8MqjfbjVlaruoKU+ixX0ljmp6PUttFp+Hy7muw=,5,34,female,9,20060324
xAQt0vlM8mG+GYKEzuB4Oj7yQlv8Jy7S25e1RckqyvY=,1,0,,7,20111103
eCzXP6zSYaqnY9Ij+caSUtzJgMnXfcqTTRdKC8/jNDI=,1,0,,7,20110113
k4KyaWFw4XNYoHOmYwzxMm8Of2UL5EUTDgDCk56ZxmA=,14,26,male,9,20110129
TshCTzkdpeHHGV3j3vl1Llg1X3XtWTeJv+whCWSjolo=,15,32,female,7,20110207
4mYmvyg512Kz8Pf5LMwRCt2nl1sbV6E5kcGzvCfpnVI=,3,33,male,7,20110307
ZJLYc3Evs7kMSJE2mVNFFV41TdVzc+u+SsBfGx2a5g8=,13,30,female,3,20120502
iduk/8d4HbpKuYf+4SzifkoHpzmeDcW9yCnaZEkxdh8=,1,0,,7,20120520
pldBtRkgkMT7YWmCalut4czZ5a5CYxePjCujY+8WEfQ=,13,25,male,9,20120524
ZxEHJajm9+Haiq3Y+KmUQ+PHFvYyAv2m1psHfudR8bE=,1,0,,7,20120710
cF1KrfTJPoFYhh9ELpmpHtvPp8Zg3C2hmug3NXrSm2Q=,13,32,female,3,20120905
S/OkfxA/icvtzuUFqi70jwpUxismFJ56lJgKWgQD4yI=,15,27,female,3,20120907
/7NMw5j7A+UJoR5fDKeUtnJFkj9D+TQsGj/4V3I4iZM=,22,31,male,9,20071002
0434sXxy0SExqwYhdr3XXjStJZRzgnXQWoWIsffDp8Y=,14,26,female,9,20080101
bgC3CwkvpG0GRxFOMAg4P+82dIIEmr/i/1uZjkSnq8Q=,10,26,female,3,20150207
Sh3QU9LvroLG3UuQJI6941tylHdQys6Y1pyRiLtcaR4=,5,27,female,9,20150228
S8G5Xt0ujjkTZxzasIRgOV0ZaUI/EgZ0A3bcLbwDMMA=,14,25,male,7,20141129
7VvzY/MYW6/Kb2OrFFyMLQRyyXRMlIFNwkE1KAx+PeE=,1,0,,3,20121208
FEZ7ffF30YDyzb8Q2wgkNg+OFMlX+vCrVDg/6RQrZyI=,5,0,,3,20121220
1ZFgVEPKxEnzYejM+8XCeCKMewKy6ff1OPKr96DW8fs=,1,0,,7,20121221
gMBObp+0tR/nR9rCjEwzQBfwt7evOJr0qhN8UJdTPXg=,1,0,,7,20160515
c6wGReXYWdPVz9rGpj7tQNiSXn5CZ7/8bK9VYSaqka0=,13,21,female,4,20160722
yWgW+Ki1Wt2eSMjMvhdDAfKbf7Fwlq+UecgqRwQ4YTw=,1,28,male,4,20160724
5FCKdFs9qn++xdx7tmMlBNMICycYu0sfjtGuUl75u1Y=,1,0,,7,20160804
yIrOHKGrOFylb57ExqQVDrttRWpzGv12K8TrNUj5T/I=,1,0,,7,20160805
HPVz0EHnpB116jy45kN95/DTMC9SI3kMc4MNLIstKUE=,4,21,male,4,20160811
mxgO+/9gdN20OEihFufm/m8/qqc10jq09Asc2O0AAoQ=,5,29,female,9,20110430
PLvB74PfmFf6Qn8cYcZo3/GgXCbvvWuzvN1BiaN7plE=,13,24,female,9,20110517
h/kGirImDo3/9XcZUKPMdeA8JcEGehl6shpeknUP8is=,1,0,,7,20110418
eFT9UjJfeI5wPLQSxGqb18dAPZAd4Nf92lPTXlqnZCI=,1,0,,7,20160723
091Q57WEMWFQ9xV9tK6uF1IuM3RsNPlij15NZLn/6qg=,8,36,male,9,20070222
a3cmXZSaYaoMmeVVv6ah1pPcRowdGDTOijUH1nbsxi8=,14,33,male,9,20070322
mEWQ5YkYeTNYZ7RA2YU1PduiaOVrjwmmc4KozMTmZF0=,5,25,male,3,20161217
iszSsm+SZ9PSX7j20FRjP+q/fYMkDqidDnIPhIpfzOU=,1,20,female,3,20161221
KrdB6XpFWl0eqq4d5vA+35E1SUdGh9bfDwGMDQNwjJo=,1,0,,7,20111221
lYifWtlip4yYtJsKQ9151/wLuhXrcpu+8jXYbNIm32o=,5,36,female,9,20060109
D46SLto5weycSmovtcpnPQ/3+s0n5j2LqNidCV0oCWY=,1,0,,7,20170212
TS5oBU4IYZfP5fxS9Pm0K9fhRl1ZMU1ZR6NLLjEHF0M=,1,0,,7,20170215
7aJsrMkGqiWb2AZY9XCEbf6uKSCivwRecgySh+PhBEw=,1,0,,7,20170215
lBL7DAmr+Gov07Y3x8acDxx7eyxG9gPJxNZUI91c9ck=,22,23,female,9,20070109
bK/N/Bnt04cm6SsSl0C6B0AiuOAiQQclwC4qhXToIiQ=,15,20,female,7,20150422
YGybTr5sTNc5tft1z4DOL//Mt89f7AIxii9jeKJ3UMw=,15,27,male,7,20160529
bXg0Tn1eJ0o0YmbIqSpTMJIQXHyiVxaIhO5s5qCBCV8=,1,0,male,3,20160531
4OfLMDchAwrpINiTEySTFBSNb4O/g8S6x+71d2fgtXI=,13,17,female,9,20061005
FEnfzSMCaTke2ZT2OliNzOpVe1vxYCCUuNdudaXBHQg=,4,30,female,9,20061031
WP/imfjph5scKoGFWhFayPfpKa7qDa97Ket1IRwOt1Y=,13,36,female,9,20070331
nIolhIqaEoutzQ72vxed5GNUU9rmi9U/pqxl0aehsng=,13,25,female,7,20160813
adJteY8Q0+ZcSGjTd3+a61D5seJXkHF08yAAh2xpJ30=,1,0,,7,20160813
pV+207II9/jG5KBCvkkWEyhmKGnHgRI5BRrE6RM5pNA=,1,18,female,3,20160815
TkGJYAeSRHB2ka7rsZJnnz567dEeLEs2mLJQjSbMRc8=,1,0,,4,20160814
S1CB+dR4TYV99X6JLuTYhF/9CvruDWvAMlaWDuXLVoI=,1,0,,7,20160817
LQEIKW+H7oVNASNH5nUW+/6mpckPVyWHPckd0hlagjM=,1,0,,7,20160827
jNDKKrXi2wrTlfKkCZKIVGZdVi2KbCjhindB/ljxr8Y=,1,0,,7,20160828
RjRzKuBliul5Ocw/XbqYrx+geVNhsAbla4/tHweiAV0=,1,0,,7,20160904
wz174yikuUcMkhA0ppnWYZOdfpR1F/F2bokAzHQI6P8=,15,31,female,9,20091019
H0OU959YTdue02cwzZlKJYGL9swOo+smFqvRtn+Fonk=,5,38,male,9,20080614
MZIEn12zhck9yIhJdSdxIeqnerOqTR96AH4igxxXMrI=,11,24,male,9,20120225
sLLjazLQjHtXfbIucQer6FN9VoC7hi8taGdWhEsYza0=,1,0,,7,20120629
uz5a1rI6/UdUjYM4o4RRtpFPKKZrqaxLrY5nlf2bVbw=,5,20,female,3,20140715
PvtThWZXFYwdfBqZ99/NUwrN6uOFWRk15fJL3weH5i8=,1,0,,7,20161129
W5o52pjr+379K8GLOS258ILq1283u3t1ppb3b9bGHsI=,1,0,,7,20161211
UVhJm5NX3/qC2I/6ruQdV1Gv4FkJjC/Aqg/8jqSgZZo=,1,0,,7,20150105
PP6sOD2zJpOtk8A7GdvlseYSv3tl/kd2v/Tga1n0q4w=,1,0,,7,20151219
kxGXRXV9LyenKul/oqioRABrxOBfRijA37VwuXsdbhs=,1,18,male,4,20151220
IjPwBZYSZIchIVzfSD6F8s5KOiR97cqMBW4rVMC0EhY=,12,22,female,4,20160529
wZnUJgwnT/w/+YLJpUE3jttHsoyGaafxM7Dx6zbI4As=,1,0,,7,20160609
Unt79TITv9Bo6QukzpSOl/4YxSFJQFujG94vf3Rt6No=,1,0,,7,20110621
waB5Fo1PBgGN+lrpQ1o3zQPigDEMdHSKJC+F7G2yVMs=,1,0,,7,20161109
eV0+QhakmvGbm0lrtYVEdyQAo8RvZnPJl2QDcgHzvRY=,1,0,,7,20161110
jOr5uqyJ6qqvsqNWWMqo547oRaBgJhcxtDBIdY1sqkg=,13,26,male,9,20080220
u+29imHt1zMvT/U1XiItKrVVdsKlP5R0pCHfOSonaIw=,1,0,,7,20121119
lpJn53RR65hJEAIjsL+IOIcyuRH2s2e+a0LBg4MzXcs=,13,26,male,7,20121221
ezfYMVRjokuQ/HY1m4dWTWd2vtrgKZfdGZ/lXGyTUTk=,1,0,,7,20101024
2H78L0+kSY9WVvX9D1Qjbq/mny8tbQS+Km8Z/l4rjNg=,15,24,female,7,20160609
me4WfWB70P+B+wbIunsX6vMwafzqcU3DwfY8t2jV8Ow=,14,30,male,4,20160614
q0rgkY2vCbp/APEM25UvIui30gAO4lgfA/AkuBsEgWQ=,5,45,,4,20160703
pd/O7rnJ2RrKlhwFOLwQ8ce1HNPNTjE4fWocEmuxaxU=,4,35,male,9,20060127
bkHMWrAZJMfDsF0RHCiGZ3SaqJCqMocRMHd8MFO+JoQ=,13,27,male,9,20060313
NvWNbLFS2AHbpJtzfl+bDMiFQTIujDyWH5TTYTWm0Zg=,1,0,,7,20160706
/GeNY0OgYMf5Dsgmir/Zs2z0i1aF/PiwUzHbvMm8qew=,4,33,male,9,20040901
+Me5ez8Ay/ZDPVahUIbvNL8De/PchJOLPBNzM8ydbKI=,15,31,female,9,20050922
dxllWqFCAMchiPFqPK3If3WkK+3MYuGn90fWxz8Yj4M=,1,0,,7,20160422
dDjHHsv8kLPaw4WL3cGUEEkg9Oy5zcMI4EJSd0Vxem8=,22,33,male,3,20141229
pezXEKzFBodNtgrbmC6U75HyD4hDw7ZPIji60gfRgDw=,1,27,male,3,20140816
oT8P5lAzmnNachE83ht7asLLY/SeSrE9dT+q5XGESDg=,5,31,male,9,20070709
t41cqzAVBWC2+hkiFkLtpvxOWIpZtx161/KVnvTSKII=,5,26,female,7,20101028
aCdx5p9ga6zp3GfFyFFh0w99qxQ9gRffij/LTZmz76c=,1,0,,3,20130301
5qPbINVhFYGT/7uQB6RPi0Fy14UkplNOVfv/ZSa1Ncs=,1,0,,7,20161107
bai68nmUVtPU9ABfjYg+p7HZegCx+Awp4BtgHUExxPc=,1,0,,9,20161127
01EEFwIT4KdHfH4qF/ZDOkedl8Lj9YbWQBhgzWeXmUE=,1,0,,7,20131118
8XJH1yxmw3FBd6JGoXe9VHCH0w6iFi7gj9IgxoDom8U=,1,0,,7,20140510
e35Cb0RNMc6zCqYwzzrpUUWA9XmcF/5rVxO2fj4q5A4=,1,0,,7,20160718
MIwyld1HNr1Z2CsTyKm+PRbIK1RhNUKJLcjN2axnD7c=,1,0,,7,20160913
2TYKe9Famr1lxkx2z5O8F4EOHJPjs7C2wj58RIqwpMY=,1,0,,7,20160920
1IR18I7KvzQO9U3yP2WaC9Yx9RQDgEdloMniCZLpD+Y=,6,24,male,3,20140925
OEyPv1BMzM3zn/bIYx7CG1dyLC/TKFCkNHJab/OiSm4=,13,32,male,9,20120709
VeJ6FZbiS+XHROys0jAfjkdW1YoT0kpbWQSjJo0hr4I=,4,24,female,9,20120819
4PGoXjATzOwlrzXHnhTRzutDCocqkz+OJWjMh9zUILI=,1,0,,7,20140802
DJhVyGBeGiCEblNHjIgiFzs9sFHPLL95mCNhXMMRobo=,1,0,,7,20160514
X/OwR5PxxIuCyFlmk8X81ouaJ1l4Cz18/jplpQ7fkIg=,1,0,,7,20160529
yfJRgz76cY+02niTuAP51/bK/bh0IH3hSGlvZ1t+d1w=,14,25,male,4,20170303
kKv6TyUjtyEjAcofw9/TKxS0JkXgdM1mH2hj91uiTaY=,1,0,,7,20150507
Y6oUI7IqhcTu4UwVXbY7Ei4IfR+O2ZZh9A89CACMkBc=,1,0,,13,20170212
5vhViGzkx7fRXwBZCZZcFSOAemFARBS9svRsiryqP7k=,1,0,,7,20140809
Z5E1vrTnEsx+mudDjwUeVwdgCZWi/6SKHAQtJ206ods=,4,37,male,3,20140815
uEQuxsQoBzlKZq70+X+k6XXTZcmHa3KpBkoeQuIBeFM=,13,22,female,7,20150117
XuhEXitbkDqIZUPR3ZGasJIOHNqzwSoSe+O5D148DrU=,15,23,male,3,20150120
vFOsPSEIZKCTiwaeHlMfRyNLs/PenW+47znFgxL4rUo=,15,45,female,4,20160523
P0FEpRt4rDpC0PMaqfeIbH7CnZhgQhKacnqFhvWOZyM=,1,0,,4,20160531
ax95WwoxEHzx2ag/843+1OIaUp4d9gn91bREE5jS7sE=,6,22,female,9,20160410
o35q+oMj+PPIGbGPbmshuzAx5/OKLV/nOERaASAF5oQ=,13,0,female,9,20160418
sRUwxlbZkxiSZVGySD33yaYpijibhamgycfPQzdZjqY=,1,0,,7,20150511
Mo/Er/EVZER9vaB52+70lViV/NLTqdk3kTgierr3H3M=,1,0,,7,20161119
TGK4W3BHuNAvNcMdTPBDRYTaya2CZnsanQ4hNcNTR/o=,1,0,,7,20160514
WBeF/H6SXQGEn9eJPTL+z3zz56NPegkXW0wjuyt3eQI=,1,0,,7,20130508
RUN3wl3Y5VC11HT7ZCO/brmvdvOC12KC+dmK6fukSy4=,5,32,male,7,20130526
KSQmBQbAOVc+hMxQBUDGM89Gii9tw8FuS3pMO5ZN5IQ=,1,0,,7,20131025
Uq4OtIGkRpVAnTlzOFppwAwJDwNJqa3MHBmDOw9jrPw=,1,0,,7,20170222
Ha2YWW/H33ML+WnchMFR9CaAkcOnax9hGfcSJ2G1tck=,1,0,,7,20170228
2SiWJhYNYozZS1dCiUbVJGIviacHrQtnlLF7lV2D8xE=,13,26,female,7,20130420
vkkqtgECQTI5HqQp+WcyhTQY2CBmPv5kb377VNvE16I=,5,38,female,9,20130427
0pZmcG+pfYjdmITF55aII/XZMLEA9F/Sp5bvduKkhQQ=,13,0,female,9,20050310
q6/HZiiegxelaMOjqux5GoGhS2axAO6iId6PXnqDbfg=,13,53,female,9,20050629
hAGOantGV+LlTyi5M5TrJ9xqhsUBUhEhIlD2f0IWWFA=,1,0,,7,20150720
7kJzwYYPFzTkj/uslLZK2/boftRgxLrz36AD+sufVRA=,4,28,female,9,20150322
d+clnpGEtg/KQUD1G8On7R7l5E/eIWZTXo0nH9+akxM=,1,0,,9,20160917
gUqa8J9kA4PmQ2ibefQ5F1i+x7RyVtyloH9cuuVNBTM=,1,0,,7,20150815
6AAktbVqU/GKVGTB4ovUxyEH4t0DJSkfPErt43lVA70=,1,0,,7,20161017
QSBKMs+VC0X1qgvaajanXuk0Pbjl10s5sf/bztj6714=,5,25,female,9,20090411
36VNY8gH4ul3Sc3woAIcrKUX93Al7V7uzH9tr8qmDaI=,1,0,,7,20110920
tBok9XwNWlpJ2ZMllaWRoPNw1/ihOFWCsLAVS9VTSho=,1,0,,7,20141029
rWpngvJnt8EnadmQhFSY1xCS1ne71HiMfNlfMvqwook=,1,0,,7,20160807
P3tzVR66Cr7ODubmt75zaC/aAEfQ8JFlyVuajIkLGc4=,1,0,,7,20150719
f3h6p1EI4DrcTF30WLTNLOX5t++Es16TC3tdasLUgmk=,1,0,,7,20150726
ubWTgA96GdSWB9Zma8yFLBgMv0I5kkDo452GdmHMe/A=,14,36,female,7,20170201
DJ3Jp42v5ysNpCjxuDZ3HZ321GN/wjbq3Pg0Eo6Vqp8=,1,0,,7,20170203
hVRClkwWi3g+Qac4S6QdFMVnNZeUd6yOd3+ugw4toEY=,1,0,,7,20170225
KkLWuM/2LPllxg2UUWtrVIcvvr0ZEPkeQkPbtUV93fA=,1,0,,7,20120406
IbmXYWyJ5z1d7hoJm18iLyjkOgDawZYQBxUNdGk2adA=,14,19,male,9,20120611
9F1ohyqCJxc0ET22aLEjSdEF5JLk7DSzySslwBcVxlE=,13,23,female,7,20120622
hmZ1RUdtO9d3dJdpTvuSf9J1807ZvA6pr3WQ9Nyjj5Q=,1,0,,7,20151021
1enE/WHNXPqxiUk24wrg1TF60uB31KnQ/Dh9Umpzyjc=,1,0,,7,20151026
Ds93lB3n8tYpkWJ7MuIuFWyNkCQ14ieGIP8fgCBJY/U=,13,32,male,3,20140516
kHqLxVHCvBzCUvHUfQem8CKqbu4PK9WryqfxYtavX54=,1,0,,7,20140619
ZtCpEwb6qgKZ5nZdcSlB0KjGvBCqn9opOWpmk8I1Vgs=,5,31,male,7,20160119
5ABx0w52joyiZN5aWdD14T6WADBwqZlqekFtdapLof4=,4,36,female,9,20080215
7Ox56KKHWADHBTGSbf8aQqgCh94yksT7YA7iUNTXanE=,5,30,,9,20150302
UxuTiqlacaEnlEYtcY9MXYzFnbAQ68+Msy6wgav1e08=,1,0,,7,20150307
t1+ZrzC2pUET2OwzkpKWgrjttfTvJxsI9EbObLIJNCE=,5,29,male,3,20150309
TvigbN6SIGY1ttLL1zxWnWQMB19fSmWLjrbrOCKDnLE=,1,0,,7,20130812
Bt/7NUvnIM9R1M+v7PqkQBrjirZDR7g5gBXyxdL5VYs=,3,17,male,9,20130908
lPiYtJtNd1zuHKIzWHgG8cNHEuJLW5buoQomTi+3Q6I=,1,0,,7,20130926
3gob+exKeVyBXXWscHLrdJmdti5DecM6aID8IdRauos=,1,0,,7,20160930
GDX5Fbct+sTAAWPlYD/Dzxr5zQ2sTSh0ONDpih25bwY=,1,0,,7,20161204
kc65xw1+t++xwiRVNekd1ipw1UuuXLULOrRuHYCJ1JI=,15,37,male,9,20140913
naABOSALGaEz2E2WUEiuQmSkedcVQgnMFkJLumsayZM=,1,0,,7,20130711
yLn/QXRE/5pj1x2/TaynX6STev9grHW0DliJhHrZcDE=,1,0,,7,20130728
j/Un5n/6p/7tuABJc1Bkq1SS/qBfnGLVWGVqtm711mY=,13,31,male,9,20110712
0tjD8f2jhd5+FgwJM0mTI4sWH/lXQNMhHjpKr1A6/io=,5,29,male,9,20110717
6VPA5J7u9CTvPrK3/OnwmONW9EwNIpPCvnLevk3rKxw=,1,0,,7,20161022
yJQeg4fCngD5V6L/HAq8GRAtd05K9tgjYU9eIUKLxbw=,13,0,,9,20161024
r7KyajsgA5iQ/YroKFa/Zrq8laQQHfmD6XVw1rOf4j4=,1,0,,7,20130807
SdjYsyPOW10vt39dAx6JNmmtJjEyLWlMjzgZZfbvbeo=,13,27,female,9,20130810
EPpD1SQOeU2YOuVDzUJ1oubkVDjthAhYSkYvvcgTHgs=,1,0,,7,20161218
JOqzM7C8wVy+oyvK0d43xVRtGB18FRGjhZ27C6NF+Nw=,1,0,,7,20120117
4SGPWEReN4+cZpzlUZw+8Mkd5anlXS2LQSQ6L3cWZMw=,1,0,,7,20140806
dSgVFiX+5/uAUf/NE/9R/eK6RWbIi3bt2IAuGlRmRR4=,1,0,,7,20161230
Ez6hu1yIBM2yQXzJbZJoNwQU6aVupZUT0qTnHrg1ZHM=,1,0,,9,20170103
cPsPXBz6oNXeEVgY5nctKeZo7YQ35BZAu5bgVr5EiQI=,21,15,male,4,20170130
